day,slot,category,role,person_id,person_name,shortage_count
2025-01-01,1,SIMPLE,-,AN,AN,
2025-01-01,1,SIMPLE,-,AO,AO,
2025-01-01,1,SIMPLE,-,AR,AR,
2025-01-01,2,SIMPLE,-,AD,AD,
2025-01-01,2,SIMPLE,-,AE,AE,
2025-01-01,2,SIMPLE,-,AG,AG,
2025-01-01,2,SIMPLE,-,AH,AH,
2025-01-01,2,SIMPLE,-,AJ,AJ,
2025-01-01,2,SIMPLE,-,AM,AM,
2025-01-01,2,SIMPLE,-,AN,AN,
2025-01-01,2,SIMPLE,-,AO,AO,
2025-01-01,3,C3,AMB_CHEF,AN,AN,
2025-01-01,3,C3,AMB_CHEF,V,V,
2025-01-01,3,C3,AMB_COND,AB,AB,
2025-01-01,3,C3,AMB_COND,H,H,
2025-01-01,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-01,3,C3,AMB_EQUI_SUAP,O,O,
2025-01-01,3,C3,FPT_CHEF,J,J,
2025-01-01,3,C3,FPT_COND,AH,AH,
2025-01-01,3,C3,FPT_EQUI_INC,AL,AL,
2025-01-01,4,SIMPLE,-,AE,AE,
2025-01-01,4,SIMPLE,-,AI,AI,
2025-01-01,4,SIMPLE,-,AJ,AJ,
2025-01-01,4,SIMPLE,-,AK,AK,
2025-01-01,4,SIMPLE,-,AL,AL,
2025-01-01,4,SIMPLE,-,AM,AM,
2025-01-01,4,SIMPLE,-,AP,AP,
2025-01-01,4,SIMPLE,-,AQ,AQ,
2025-01-02,1,SIMPLE,-,AN,AN,
2025-01-02,1,SIMPLE,-,AP,AP,
2025-01-02,1,SIMPLE,-,AQ,AQ,
2025-01-02,2,SIMPLE,-,AA,AA,
2025-01-02,2,SIMPLE,-,AC,AC,
2025-01-02,2,SIMPLE,-,AD,AD,
2025-01-02,2,SIMPLE,-,AF,AF,
2025-01-02,2,SIMPLE,-,AL,AL,
2025-01-02,2,SIMPLE,-,AM,AM,
2025-01-02,2,SIMPLE,-,AR,AR,
2025-01-02,2,SIMPLE,-,X,X,
2025-01-02,3,C3,AMB_CHEF,G,G,
2025-01-02,3,C3,AMB_CHEF,V,V,
2025-01-02,3,C3,AMB_COND,AB,AB,
2025-01-02,3,C3,AMB_COND,AE,AE,
2025-01-02,3,C3,AMB_EQUI_SUAP,E,E,
2025-01-02,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-02,3,C3,FPT_CHEF,AA,AA,
2025-01-02,3,C3,FPT_COND,AI,AI,
2025-01-02,3,C3,FPT_EQUI_INC,AC,AC,
2025-01-02,4,SIMPLE,-,AA,AA,
2025-01-02,4,SIMPLE,-,AB,AB,
2025-01-02,4,SIMPLE,-,AF,AF,
2025-01-02,4,SIMPLE,-,AI,AI,
2025-01-02,4,SIMPLE,-,AJ,AJ,
2025-01-02,4,SIMPLE,-,AN,AN,
2025-01-02,4,SIMPLE,-,AO,AO,
2025-01-02,4,SIMPLE,-,Z,Z,
2025-01-03,1,SIMPLE,-,AH,AH,
2025-01-03,1,SIMPLE,-,AL,AL,
2025-01-03,1,SIMPLE,-,AP,AP,
2025-01-03,2,SIMPLE,-,AD,AD,
2025-01-03,2,SIMPLE,-,AE,AE,
2025-01-03,2,SIMPLE,-,AH,AH,
2025-01-03,2,SIMPLE,-,AJ,AJ,
2025-01-03,2,SIMPLE,-,AK,AK,
2025-01-03,2,SIMPLE,-,AN,AN,
2025-01-03,2,SIMPLE,-,AP,AP,
2025-01-03,2,SIMPLE,-,AQ,AQ,
2025-01-03,3,C3,AMB_CHEF,H,H,
2025-01-03,3,C3,AMB_COND,AI,AI,
2025-01-03,3,C3,AMB_COND,Q,Q,
2025-01-03,3,C3,AMB_EQUI_SUAP,O,O,
2025-01-03,3,C3,AMB_EQUI_SUAP,Z,Z,
2025-01-03,3,C3,FPT_CHEF,J,J,
2025-01-03,3,C3,FPT_COND,AE,AE,
2025-01-03,3,C3,FPT_EQUI_INC,AO,AO,
2025-01-03,3,SHORTAGE,AMB_CHEF,,,1
2025-01-03,4,SIMPLE,-,AF,AF,
2025-01-03,4,SIMPLE,-,AI,AI,
2025-01-03,4,SIMPLE,-,AK,AK,
2025-01-03,4,SIMPLE,-,AL,AL,
2025-01-03,4,SIMPLE,-,AM,AM,
2025-01-03,4,SIMPLE,-,AN,AN,
2025-01-03,4,SIMPLE,-,AO,AO,
2025-01-03,4,SIMPLE,-,AR,AR,
2025-01-04,1,SIMPLE,-,AP,AP,
2025-01-04,1,SIMPLE,-,AQ,AQ,
2025-01-04,1,SIMPLE,-,AR,AR,
2025-01-04,2,SIMPLE,-,AC,AC,
2025-01-04,2,SIMPLE,-,AD,AD,
2025-01-04,2,SIMPLE,-,AE,AE,
2025-01-04,2,SIMPLE,-,AF,AF,
2025-01-04,2,SIMPLE,-,AI,AI,
2025-01-04,2,SIMPLE,-,AK,AK,
2025-01-04,2,SIMPLE,-,AM,AM,
2025-01-04,2,SIMPLE,-,AQ,AQ,
2025-01-04,3,C3,AMB_CHEF,L,L,
2025-01-04,3,C3,AMB_CHEF,X,X,
2025-01-04,3,C3,AMB_COND,AB,AB,
2025-01-04,3,C3,AMB_COND,Q,Q,
2025-01-04,3,C3,AMB_EQUI_SUAP,S,S,
2025-01-04,3,C3,AMB_EQUI_SUAP,U,U,
2025-01-04,3,C3,FPT_CHEF,AN,AN,
2025-01-04,3,C3,FPT_COND,AE,AE,
2025-01-04,3,C3,FPT_EQUI_INC,AC,AC,
2025-01-04,4,SIMPLE,-,AH,AH,
2025-01-04,4,SIMPLE,-,AI,AI,
2025-01-04,4,SIMPLE,-,AK,AK,
2025-01-04,4,SIMPLE,-,AM,AM,
2025-01-04,4,SIMPLE,-,AN,AN,
2025-01-04,4,SIMPLE,-,AO,AO,
2025-01-04,4,SIMPLE,-,AQ,AQ,
2025-01-04,4,SIMPLE,-,AR,AR,
2025-01-05,1,SIMPLE,-,AO,AO,
2025-01-05,1,SIMPLE,-,AP,AP,
2025-01-05,1,SIMPLE,-,AR,AR,
2025-01-05,2,SIMPLE,-,AD,AD,
2025-01-05,2,SIMPLE,-,AF,AF,
2025-01-05,2,SIMPLE,-,AI,AI,
2025-01-05,2,SIMPLE,-,AJ,AJ,
2025-01-05,2,SIMPLE,-,AM,AM,
2025-01-05,2,SIMPLE,-,AQ,AQ,
2025-01-05,2,SIMPLE,-,Y,Y,
2025-01-05,2,SIMPLE,-,Z,Z,
2025-01-05,3,C3,AMB_CHEF,H,H,
2025-01-05,3,C3,AMB_CHEF,X,X,
2025-01-05,3,C3,AMB_COND,AB,AB,
2025-01-05,3,C3,AMB_COND,AH,AH,
2025-01-05,3,C3,AMB_EQUI_SUAP,AF,AF,
2025-01-05,3,C3,AMB_EQUI_SUAP,AM,AM,
2025-01-05,3,C3,FPT_CHEF,AN,AN,
2025-01-05,3,C3,FPT_COND,AI,AI,
2025-01-05,3,C3,FPT_EQUI_INC,B,B,
2025-01-05,4,SIMPLE,-,AB,AB,
2025-01-05,4,SIMPLE,-,AC,AC,
2025-01-05,4,SIMPLE,-,AE,AE,
2025-01-05,4,SIMPLE,-,AG,AG,
2025-01-05,4,SIMPLE,-,AJ,AJ,
2025-01-05,4,SIMPLE,-,AK,AK,
2025-01-05,4,SIMPLE,-,AP,AP,
2025-01-05,4,SIMPLE,-,AR,AR,
2025-01-06,1,SIMPLE,-,AP,AP,
2025-01-06,1,SIMPLE,-,AQ,AQ,
2025-01-06,1,SIMPLE,-,AR,AR,
2025-01-06,2,SIMPLE,-,AH,AH,
2025-01-06,2,SIMPLE,-,AI,AI,
2025-01-06,2,SIMPLE,-,AJ,AJ,
2025-01-06,2,SIMPLE,-,AK,AK,
2025-01-06,2,SIMPLE,-,AL,AL,
2025-01-06,2,SIMPLE,-,AN,AN,
2025-01-06,2,SIMPLE,-,AO,AO,
2025-01-06,2,SIMPLE,-,AP,AP,
2025-01-06,3,C3,AMB_CHEF,G,G,
2025-01-06,3,C3,AMB_CHEF,V,V,
2025-01-06,3,C3,AMB_COND,AH,AH,
2025-01-06,3,C3,AMB_COND,Q,Q,
2025-01-06,3,C3,AMB_EQUI_SUAP,AF,AF,
2025-01-06,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-06,3,C3,FPT_CHEF,L,L,
2025-01-06,3,C3,FPT_COND,AE,AE,
2025-01-06,3,C3,FPT_EQUI_INC,S,S,
2025-01-06,4,SIMPLE,-,AH,AH,
2025-01-06,4,SIMPLE,-,AI,AI,
2025-01-06,4,SIMPLE,-,AJ,AJ,
2025-01-06,4,SIMPLE,-,AK,AK,
2025-01-06,4,SIMPLE,-,AM,AM,
2025-01-06,4,SIMPLE,-,AP,AP,
2025-01-06,4,SIMPLE,-,AQ,AQ,
2025-01-06,4,SIMPLE,-,AR,AR,
2025-01-07,1,SIMPLE,-,AP,AP,
2025-01-07,1,SIMPLE,-,AQ,AQ,
2025-01-07,1,SIMPLE,-,AR,AR,
2025-01-07,2,SIMPLE,-,AE,AE,
2025-01-07,2,SIMPLE,-,AF,AF,
2025-01-07,2,SIMPLE,-,AG,AG,
2025-01-07,2,SIMPLE,-,AJ,AJ,
2025-01-07,2,SIMPLE,-,AK,AK,
2025-01-07,2,SIMPLE,-,AM,AM,
2025-01-07,2,SIMPLE,-,AO,AO,
2025-01-07,2,SIMPLE,-,AR,AR,
2025-01-07,3,C3,AMB_CHEF,G,G,
2025-01-07,3,C3,AMB_CHEF,R,R,
2025-01-07,3,C3,AMB_COND,AB,AB,
2025-01-07,3,C3,AMB_COND,AI,AI,
2025-01-07,3,C3,AMB_EQUI_SUAP,AJ,AJ,
2025-01-07,3,C3,AMB_EQUI_SUAP,N,N,
2025-01-07,3,C3,FPT_CHEF,J,J,
2025-01-07,3,C3,FPT_COND,H,H,
2025-01-07,3,C3,FPT_EQUI_INC,P,P,
2025-01-07,4,SIMPLE,-,AJ,AJ,
2025-01-07,4,SIMPLE,-,AK,AK,
2025-01-07,4,SIMPLE,-,AM,AM,
2025-01-07,4,SIMPLE,-,AN,AN,
2025-01-07,4,SIMPLE,-,AO,AO,
2025-01-07,4,SIMPLE,-,AP,AP,
2025-01-07,4,SIMPLE,-,AQ,AQ,
2025-01-07,4,SIMPLE,-,AR,AR,
2025-01-08,1,SIMPLE,-,AM,AM,
2025-01-08,1,SIMPLE,-,AP,AP,
2025-01-08,1,SIMPLE,-,AR,AR,
2025-01-08,2,SIMPLE,-,AB,AB,
2025-01-08,2,SIMPLE,-,AC,AC,
2025-01-08,2,SIMPLE,-,AE,AE,
2025-01-08,2,SIMPLE,-,AI,AI,
2025-01-08,2,SIMPLE,-,AJ,AJ,
2025-01-08,2,SIMPLE,-,AN,AN,
2025-01-08,2,SIMPLE,-,AO,AO,
2025-01-08,2,SIMPLE,-,AQ,AQ,
2025-01-08,3,C3,AMB_COND,AH,AH,
2025-01-08,3,C3,AMB_COND,AI,AI,
2025-01-08,3,C3,AMB_EQUI_SUAP,AJ,AJ,
2025-01-08,3,C3,AMB_EQUI_SUAP,AR,AR,
2025-01-08,3,C3,FPT_CHEF,AN,AN,
2025-01-08,3,C3,FPT_EQUI_INC,AD,AD,
2025-01-08,3,SHORTAGE,AMB_CHEF,,,2
2025-01-08,3,SHORTAGE,FPT_COND,,,1
2025-01-08,4,SIMPLE,-,AD,AD,
2025-01-08,4,SIMPLE,-,AE,AE,
2025-01-08,4,SIMPLE,-,AM,AM,
2025-01-08,4,SIMPLE,-,AN,AN,
2025-01-08,4,SIMPLE,-,AR,AR,
2025-01-08,4,SIMPLE,-,R,R,
2025-01-08,4,SIMPLE,-,U,U,
2025-01-08,4,SIMPLE,-,W,W,
2025-01-09,1,SIMPLE,-,AN,AN,
2025-01-09,1,SIMPLE,-,AP,AP,
2025-01-09,1,SIMPLE,-,AR,AR,
2025-01-09,2,SIMPLE,-,AA,AA,
2025-01-09,2,SIMPLE,-,AE,AE,
2025-01-09,2,SIMPLE,-,AH,AH,
2025-01-09,2,SIMPLE,-,AI,AI,
2025-01-09,2,SIMPLE,-,AJ,AJ,
2025-01-09,2,SIMPLE,-,AM,AM,
2025-01-09,2,SIMPLE,-,AN,AN,
2025-01-09,2,SIMPLE,-,AR,AR,
2025-01-09,3,C3,AMB_CHEF,G,G,
2025-01-09,3,C3,AMB_CHEF,V,V,
2025-01-09,3,C3,AMB_COND,AH,AH,
2025-01-09,3,C3,AMB_COND,AI,AI,
2025-01-09,3,C3,AMB_EQUI_SUAP,K,K,
2025-01-09,3,C3,AMB_EQUI_SUAP,O,O,
2025-01-09,3,C3,FPT_CHEF,AN,AN,
2025-01-09,3,C3,FPT_COND,H,H,
2025-01-09,3,C3,FPT_EQUI_INC,AK,AK,
2025-01-09,4,SIMPLE,-,AG,AG,
2025-01-09,4,SIMPLE,-,AH,AH,
2025-01-09,4,SIMPLE,-,AJ,AJ,
2025-01-09,4,SIMPLE,-,AK,AK,
2025-01-09,4,SIMPLE,-,AL,AL,
2025-01-09,4,SIMPLE,-,AO,AO,
2025-01-09,4,SIMPLE,-,AP,AP,
2025-01-09,4,SIMPLE,-,AR,AR,
2025-01-10,1,SIMPLE,-,AL,AL,
2025-01-10,1,SIMPLE,-,AN,AN,
2025-01-10,1,SIMPLE,-,AR,AR,
2025-01-10,2,SIMPLE,-,AB,AB,
2025-01-10,2,SIMPLE,-,AD,AD,
2025-01-10,2,SIMPLE,-,AE,AE,
2025-01-10,2,SIMPLE,-,AF,AF,
2025-01-10,2,SIMPLE,-,AG,AG,
2025-01-10,2,SIMPLE,-,AJ,AJ,
2025-01-10,2,SIMPLE,-,AK,AK,
2025-01-10,2,SIMPLE,-,AP,AP,
2025-01-10,3,C3,AMB_CHEF,J,J,
2025-01-10,3,C3,AMB_CHEF,L,L,
2025-01-10,3,C3,AMB_COND,AB,AB,
2025-01-10,3,C3,AMB_COND,Q,Q,
2025-01-10,3,C3,AMB_EQUI_SUAP,AK,AK,
2025-01-10,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-10,3,C3,FPT_CHEF,AA,AA,
2025-01-10,3,C3,FPT_COND,AE,AE,
2025-01-10,3,C3,FPT_EQUI_INC,AL,AL,
2025-01-10,4,SIMPLE,-,AF,AF,
2025-01-10,4,SIMPLE,-,AH,AH,
2025-01-10,4,SIMPLE,-,AI,AI,
2025-01-10,4,SIMPLE,-,AJ,AJ,
2025-01-10,4,SIMPLE,-,AK,AK,
2025-01-10,4,SIMPLE,-,AQ,AQ,
2025-01-10,4,SIMPLE,-,AR,AR,
2025-01-10,4,SIMPLE,-,X,X,
2025-01-11,1,SIMPLE,-,AN,AN,
2025-01-11,1,SIMPLE,-,AO,AO,
2025-01-11,1,SIMPLE,-,AP,AP,
2025-01-11,2,SIMPLE,-,AA,AA,
2025-01-11,2,SIMPLE,-,AE,AE,
2025-01-11,2,SIMPLE,-,AH,AH,
2025-01-11,2,SIMPLE,-,AI,AI,
2025-01-11,2,SIMPLE,-,AK,AK,
2025-01-11,2,SIMPLE,-,AM,AM,
2025-01-11,2,SIMPLE,-,AO,AO,
2025-01-11,2,SIMPLE,-,AQ,AQ,
2025-01-11,3,C3,AMB_CHEF,AN,AN,
2025-01-11,3,C3,AMB_CHEF,R,R,
2025-01-11,3,C3,AMB_COND,AB,AB,
2025-01-11,3,C3,AMB_COND,X,X,
2025-01-11,3,C3,AMB_EQUI_SUAP,AR,AR,
2025-01-11,3,C3,AMB_EQUI_SUAP,W,W,
2025-01-11,3,C3,FPT_CHEF,L,L,
2025-01-11,3,C3,FPT_COND,AE,AE,
2025-01-11,3,C3,FPT_EQUI_INC,AO,AO,
2025-01-11,4,SIMPLE,-,AJ,AJ,
2025-01-11,4,SIMPLE,-,AK,AK,
2025-01-11,4,SIMPLE,-,AL,AL,
2025-01-11,4,SIMPLE,-,AM,AM,
2025-01-11,4,SIMPLE,-,AN,AN,
2025-01-11,4,SIMPLE,-,AP,AP,
2025-01-11,4,SIMPLE,-,AQ,AQ,
2025-01-11,4,SIMPLE,-,AR,AR,
2025-01-12,1,SIMPLE,-,AL,AL,
2025-01-12,1,SIMPLE,-,AM,AM,
2025-01-12,1,SIMPLE,-,AR,AR,
2025-01-12,2,SIMPLE,-,AD,AD,
2025-01-12,2,SIMPLE,-,AG,AG,
2025-01-12,2,SIMPLE,-,AJ,AJ,
2025-01-12,2,SIMPLE,-,AK,AK,
2025-01-12,2,SIMPLE,-,AN,AN,
2025-01-12,2,SIMPLE,-,AO,AO,
2025-01-12,2,SIMPLE,-,AP,AP,
2025-01-12,2,SIMPLE,-,AR,AR,
2025-01-12,3,C3,AMB_CHEF,AN,AN,
2025-01-12,3,C3,AMB_CHEF,V,V,
2025-01-12,3,C3,AMB_COND,H,H,
2025-01-12,3,C3,AMB_COND,X,X,
2025-01-12,3,C3,AMB_EQUI_SUAP,W,W,
2025-01-12,3,C3,AMB_EQUI_SUAP,Z,Z,
2025-01-12,3,C3,FPT_CHEF,J,J,
2025-01-12,3,C3,FPT_COND,AH,AH,
2025-01-12,3,C3,FPT_EQUI_INC,C,C,
2025-01-12,4,SIMPLE,-,AA,AA,
2025-01-12,4,SIMPLE,-,AC,AC,
2025-01-12,4,SIMPLE,-,AD,AD,
2025-01-12,4,SIMPLE,-,AG,AG,
2025-01-12,4,SIMPLE,-,AH,AH,
2025-01-12,4,SIMPLE,-,AR,AR,
2025-01-12,4,SIMPLE,-,Y,Y,
2025-01-12,4,SIMPLE,-,Z,Z,
2025-01-13,1,SIMPLE,-,AP,AP,
2025-01-13,1,SIMPLE,-,AQ,AQ,
2025-01-13,1,SIMPLE,-,AR,AR,
2025-01-13,2,SIMPLE,-,AC,AC,
2025-01-13,2,SIMPLE,-,AD,AD,
2025-01-13,2,SIMPLE,-,AH,AH,
2025-01-13,2,SIMPLE,-,AJ,AJ,
2025-01-13,2,SIMPLE,-,AK,AK,
2025-01-13,2,SIMPLE,-,AL,AL,
2025-01-13,2,SIMPLE,-,AN,AN,
2025-01-13,2,SIMPLE,-,AQ,AQ,
2025-01-13,3,C3,AMB_CHEF,AN,AN,
2025-01-13,3,C3,AMB_CHEF,R,R,
2025-01-13,3,C3,AMB_COND,AI,AI,
2025-01-13,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-13,3,C3,AMB_EQUI_SUAP,Z,Z,
2025-01-13,3,C3,FPT_CHEF,L,L,
2025-01-13,3,C3,FPT_COND,AB,AB,
2025-01-13,3,C3,FPT_EQUI_INC,P,P,
2025-01-13,3,SHORTAGE,AMB_COND,,,1
2025-01-13,4,SIMPLE,-,AE,AE,
2025-01-13,4,SIMPLE,-,AG,AG,
2025-01-13,4,SIMPLE,-,AI,AI,
2025-01-13,4,SIMPLE,-,AJ,AJ,
2025-01-13,4,SIMPLE,-,AL,AL,
2025-01-13,4,SIMPLE,-,AN,AN,
2025-01-13,4,SIMPLE,-,AQ,AQ,
2025-01-13,4,SIMPLE,-,AR,AR,
2025-01-14,1,SIMPLE,-,AL,AL,
2025-01-14,1,SIMPLE,-,AN,AN,
2025-01-14,1,SIMPLE,-,AP,AP,
2025-01-14,2,SIMPLE,-,AD,AD,
2025-01-14,2,SIMPLE,-,AE,AE,
2025-01-14,2,SIMPLE,-,AF,AF,
2025-01-14,2,SIMPLE,-,AH,AH,
2025-01-14,2,SIMPLE,-,AM,AM,
2025-01-14,2,SIMPLE,-,AO,AO,
2025-01-14,2,SIMPLE,-,AP,AP,
2025-01-14,2,SIMPLE,-,AQ,AQ,
2025-01-14,3,C3,AMB_CHEF,G,G,
2025-01-14,3,C3,AMB_CHEF,X,X,
2025-01-14,3,C3,AMB_COND,AI,AI,
2025-01-14,3,C3,AMB_COND,H,H,
2025-01-14,3,C3,AMB_EQUI_SUAP,AF,AF,
2025-01-14,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-14,3,C3,FPT_CHEF,L,L,
2025-01-14,3,C3,FPT_COND,AE,AE,
2025-01-14,3,C3,FPT_EQUI_INC,N,N,
2025-01-14,4,SIMPLE,-,AC,AC,
2025-01-14,4,SIMPLE,-,AE,AE,
2025-01-14,4,SIMPLE,-,AF,AF,
2025-01-14,4,SIMPLE,-,AG,AG,
2025-01-14,4,SIMPLE,-,AI,AI,
2025-01-14,4,SIMPLE,-,AL,AL,
2025-01-14,4,SIMPLE,-,AO,AO,
2025-01-14,4,SIMPLE,-,AR,AR,
2025-01-15,1,SIMPLE,-,AJ,AJ,
2025-01-15,1,SIMPLE,-,AN,AN,
2025-01-15,1,SIMPLE,-,AQ,AQ,
2025-01-15,2,SIMPLE,-,AG,AG,
2025-01-15,2,SIMPLE,-,AH,AH,
2025-01-15,2,SIMPLE,-,AK,AK,
2025-01-15,2,SIMPLE,-,AL,AL,
2025-01-15,2,SIMPLE,-,AM,AM,
2025-01-15,2,SIMPLE,-,AN,AN,
2025-01-15,2,SIMPLE,-,AP,AP,
2025-01-15,2,SIMPLE,-,AQ,AQ,
2025-01-15,3,C3,AMB_CHEF,AN,AN,
2025-01-15,3,C3,AMB_CHEF,X,X,
2025-01-15,3,C3,AMB_COND,AH,AH,
2025-01-15,3,C3,AMB_COND,AI,AI,
2025-01-15,3,C3,AMB_EQUI_SUAP,B,B,
2025-01-15,3,C3,AMB_EQUI_SUAP,C,C,
2025-01-15,3,C3,FPT_CHEF,J,J,
2025-01-15,3,C3,FPT_COND,AB,AB,
2025-01-15,3,C3,FPT_EQUI_INC,T,T,
2025-01-15,4,SIMPLE,-,AB,AB,
2025-01-15,4,SIMPLE,-,AC,AC,
2025-01-15,4,SIMPLE,-,AI,AI,
2025-01-15,4,SIMPLE,-,AM,AM,
2025-01-15,4,SIMPLE,-,AR,AR,
2025-01-15,4,SIMPLE,-,W,W,
2025-01-15,4,SIMPLE,-,Y,Y,
2025-01-15,4,SIMPLE,-,Z,Z,
2025-01-16,1,SIMPLE,-,AL,AL,
2025-01-16,1,SIMPLE,-,AP,AP,
2025-01-16,1,SIMPLE,-,AQ,AQ,
2025-01-16,2,SIMPLE,-,AE,AE,
2025-01-16,2,SIMPLE,-,AG,AG,
2025-01-16,2,SIMPLE,-,AH,AH,
2025-01-16,2,SIMPLE,-,AK,AK,
2025-01-16,2,SIMPLE,-,AN,AN,
2025-01-16,2,SIMPLE,-,AP,AP,
2025-01-16,2,SIMPLE,-,AQ,AQ,
2025-01-16,2,SIMPLE,-,AR,AR,
2025-01-16,3,C3,AMB_CHEF,L,L,
2025-01-16,3,C3,AMB_CHEF,R,R,
2025-01-16,3,C3,AMB_COND,AH,AH,
2025-01-16,3,C3,AMB_COND,H,H,
2025-01-16,3,C3,AMB_EQUI_SUAP,E,E,
2025-01-16,3,C3,AMB_EQUI_SUAP,M,M,
2025-01-16,3,C3,FPT_CHEF,AN,AN,
2025-01-16,3,C3,FPT_COND,AE,AE,
2025-01-16,3,C3,FPT_EQUI_INC,S,S,
2025-01-16,4,SIMPLE,-,AG,AG,
2025-01-16,4,SIMPLE,-,AH,AH,
2025-01-16,4,SIMPLE,-,AI,AI,
2025-01-16,4,SIMPLE,-,AJ,AJ,
2025-01-16,4,SIMPLE,-,AK,AK,
2025-01-16,4,SIMPLE,-,AL,AL,
2025-01-16,4,SIMPLE,-,AM,AM,
2025-01-16,4,SIMPLE,-,AP,AP,
2025-01-17,1,SIMPLE,-,AJ,AJ,
2025-01-17,1,SIMPLE,-,AL,AL,
2025-01-17,1,SIMPLE,-,AO,AO,
2025-01-17,2,SIMPLE,-,AH,AH,
2025-01-17,2,SIMPLE,-,AI,AI,
2025-01-17,2,SIMPLE,-,AJ,AJ,
2025-01-17,2,SIMPLE,-,AK,AK,
2025-01-17,2,SIMPLE,-,AL,AL,
2025-01-17,2,SIMPLE,-,AM,AM,
2025-01-17,2,SIMPLE,-,AP,AP,
2025-01-17,2,SIMPLE,-,AQ,AQ,
2025-01-17,3,C3,AMB_CHEF,G,G,
2025-01-17,3,C3,AMB_CHEF,V,V,
2025-01-17,3,C3,AMB_COND,J,J,
2025-01-17,3,C3,AMB_COND,X,X,
2025-01-17,3,C3,AMB_EQUI_SUAP,D,D,
2025-01-17,3,C3,AMB_EQUI_SUAP,S,S,
2025-01-17,3,C3,FPT_CHEF,AA,AA,
2025-01-17,3,C3,FPT_COND,AE,AE,
2025-01-17,3,C3,FPT_EQUI_INC,AO,AO,
2025-01-17,4,SIMPLE,-,AI,AI,
2025-01-17,4,SIMPLE,-,AJ,AJ,
2025-01-17,4,SIMPLE,-,AK,AK,
2025-01-17,4,SIMPLE,-,AL,AL,
2025-01-17,4,SIMPLE,-,AM,AM,
2025-01-17,4,SIMPLE,-,AO,AO,
2025-01-17,4,SIMPLE,-,AP,AP,
2025-01-17,4,SIMPLE,-,AQ,AQ,
2025-01-18,1,SIMPLE,-,AN,AN,
2025-01-18,1,SIMPLE,-,AO,AO,
2025-01-18,1,SIMPLE,-,AR,AR,
2025-01-18,2,SIMPLE,-,AF,AF,
2025-01-18,2,SIMPLE,-,AG,AG,
2025-01-18,2,SIMPLE,-,AK,AK,
2025-01-18,2,SIMPLE,-,AM,AM,
2025-01-18,2,SIMPLE,-,AN,AN,
2025-01-18,2,SIMPLE,-,AO,AO,
2025-01-18,2,SIMPLE,-,AP,AP,
2025-01-18,2,SIMPLE,-,AQ,AQ,
2025-01-18,3,C3,AMB_CHEF,H,H,
2025-01-18,3,C3,AMB_CHEF,V,V,
2025-01-18,3,C3,AMB_COND,AB,AB,
2025-01-18,3,C3,AMB_COND,AH,AH,
2025-01-18,3,C3,AMB_EQUI_SUAP,AF,AF,
2025-01-18,3,C3,AMB_EQUI_SUAP,E,E,
2025-01-18,3,C3,FPT_CHEF,L,L,
2025-01-18,3,C3,FPT_COND,X,X,
2025-01-18,3,C3,FPT_EQUI_INC,T,T,
2025-01-18,4,SIMPLE,-,AA,AA,
2025-01-18,4,SIMPLE,-,AH,AH,
2025-01-18,4,SIMPLE,-,AL,AL,
2025-01-18,4,SIMPLE,-,AO,AO,
2025-01-18,4,SIMPLE,-,AQ,AQ,
2025-01-18,4,SIMPLE,-,AR,AR,
2025-01-18,4,SIMPLE,-,Y,Y,
2025-01-18,4,SIMPLE,-,Z,Z,
2025-01-19,1,SIMPLE,-,AO,AO,
2025-01-19,1,SIMPLE,-,AP,AP,
2025-01-19,1,SIMPLE,-,AR,AR,
2025-01-19,2,SIMPLE,-,AE,AE,
2025-01-19,2,SIMPLE,-,AG,AG,
2025-01-19,2,SIMPLE,-,AH,AH,
2025-01-19,2,SIMPLE,-,AJ,AJ,
2025-01-19,2,SIMPLE,-,AL,AL,
2025-01-19,2,SIMPLE,-,AN,AN,
2025-01-19,2,SIMPLE,-,AO,AO,
2025-01-19,2,SIMPLE,-,AP,AP,
2025-01-19,3,C3,AMB_CHEF,J,J,
2025-01-19,3,C3,AMB_CHEF,L,L,
2025-01-19,3,C3,AMB_COND,AB,AB,
2025-01-19,3,C3,AMB_COND,Q,Q,
2025-01-19,3,C3,AMB_EQUI_SUAP,AF,AF,
2025-01-19,3,C3,AMB_EQUI_SUAP,AG,AG,
2025-01-19,3,C3,FPT_CHEF,R,R,
2025-01-19,3,C3,FPT_COND,AI,AI,
2025-01-19,3,C3,FPT_EQUI_INC,P,P,
2025-01-19,4,SIMPLE,-,AB,AB,
2025-01-19,4,SIMPLE,-,AE,AE,
2025-01-19,4,SIMPLE,-,AH,AH,
2025-01-19,4,SIMPLE,-,AI,AI,
2025-01-19,4,SIMPLE,-,AK,AK,
2025-01-19,4,SIMPLE,-,AM,AM,
2025-01-19,4,SIMPLE,-,AN,AN,
2025-01-19,4,SIMPLE,-,AR,AR,
2025-01-20,1,SIMPLE,-,AL,AL,
2025-01-20,1,SIMPLE,-,AN,AN,
2025-01-20,1,SIMPLE,-,AO,AO,
2025-01-20,2,SIMPLE,-,AF,AF,
2025-01-20,2,SIMPLE,-,AG,AG,
